2026-07-29 14:04:23,321 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 09:20:30,516 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 09:20:30,519 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 09:20:31,920 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 09:20:31,923 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 09:20:31,926 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 09:41:53,380 | INFO | 172.18.0.1 | POST /api/login | Login endpoint hit
2026-07-31 09:41:53,764 | WARNING | 172.18.0.1 | POST /api/login | Login failed for kien from 172.18.0.1
2026-07-31 09:41:54,591 | INFO | 172.18.0.1 | POST /api/login | Login endpoint hit
2026-07-31 09:41:54,866 | WARNING | 172.18.0.1 | POST /api/login | Login failed for kien from 172.18.0.1
2026-07-31 09:41:55,354 | INFO | 172.18.0.1 | POST /api/login | Login endpoint hit
2026-07-31 09:41:55,607 | WARNING | 172.18.0.1 | POST /api/login | Login failed for kien from 172.18.0.1
2026-07-31 09:41:58,948 | WARNING | 172.18.0.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=localhost:4326 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=172.18.0.1 | path=/reset-password
2026-07-31 09:41:58,962 | INFO | 172.18.0.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=kien
2026-07-31 09:41:58,975 | INFO | 172.18.0.1 | POST /api/reset-password | Reset email sent to aaa@gmail.com
2026-07-31 09:42:06,514 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 09:42:06,724 | WARNING | 192.168.20.1 | POST /api/login | Login failed for br@gmail.com from 192.168.20.1
2026-07-31 09:42:13,681 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 09:42:13,896 | WARNING | 192.168.20.1 | POST /api/login | Login failed for br@gmail.com from 192.168.20.1
2026-07-31 09:42:17,513 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 09:42:17,726 | WARNING | 192.168.20.1 | POST /api/login | Login failed for br@gmail.com from 192.168.20.1
2026-07-31 09:43:20,974 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 09:43:20,980 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=BarackObama
2026-07-31 09:43:20,983 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to br@gmail.com
2026-07-31 09:48:55,643 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 09:48:55,649 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 09:48:55,651 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 09:50:12,978 | INFO | 172.18.0.1 | GET /favicon.ico | 404 hit: /favicon.ico from 172.18.0.1
2026-07-31 10:06:04,739 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 10:06:04,744 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=BarackObama
2026-07-31 10:06:04,749 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to br@gmail.com
2026-07-31 10:10:57,302 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 10:10:57,307 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=BarackObama
2026-07-31 10:10:57,310 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to br@gmail.com
2026-07-31 10:11:14,748 | INFO | 192.168.20.1 | POST /api/reset-password/2r33JMbxy7gArtD8svM1S4lkaY0Q_IHOagv7-kHZUCQ | PASSWORD_RESET_COMPLETE | user=BarackObama
2026-07-31 10:13:25,384 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 10:13:25,390 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=BarackObama
2026-07-31 10:13:25,392 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to br@gmail.com
2026-07-31 10:14:21,190 | WARNING | 172.18.0.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=172.18.0.1 | path=/reset-password
2026-07-31 10:14:21,196 | INFO | 172.18.0.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=kien
2026-07-31 10:14:21,199 | INFO | 172.18.0.1 | POST /api/reset-password | Reset email sent to aaa@gmail.com
2026-07-31 10:19:49,590 | INFO | 192.168.20.1 | POST /api/reset-password/-FRRoqXx8buF9wkpgeTPmYwxdPiPMzuPP-9YlmFQc50 | PASSWORD_RESET_COMPLETE | user=BarackObama
2026-07-31 10:20:38,375 | INFO | 192.168.20.1 | POST /forgot-password | 404 hit: /forgot-password from 192.168.20.1
2026-07-31 10:22:47,254 | INFO | 192.168.20.1 | POST /api/forgot-password | 404 hit: /api/forgot-password from 192.168.20.1
2026-07-31 10:24:48,397 | WARNING | 192.168.20.1 | POST /reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 10:24:48,399 | INFO | 192.168.20.1 | POST /reset-password | PASSWORD_RESET_REQUESTED | email=barack@driftlock.io | no_matching_account
2026-07-31 10:34:12,547 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 10:34:12,553 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=BarackObama
2026-07-31 10:34:12,556 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to br@gmail.com
2026-07-31 10:37:52,175 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 10:37:52,180 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=BarackObama
2026-07-31 10:37:52,182 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to br@gmail.com
2026-07-31 10:38:26,705 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 10:38:26,711 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=BarackObama
2026-07-31 10:38:26,714 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to br@gmail.com
2026-07-31 11:58:17,637 | INFO | 192.168.20.1 | GET /reset-passwd/2aRO8q-Qbzsro5r-H1YWKVQE0Pb3b2KNFoJk9FDWqtE | 404 hit: /reset-passwd/2aRO8q-Qbzsro5r-H1YWKVQE0Pb3b2KNFoJk9FDWqtE from 192.168.20.1
2026-07-31 12:00:21,722 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 12:00:21,733 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=BarackObama
2026-07-31 12:00:21,737 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to br@gmail.com
2026-07-31 12:38:01,900 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 12:38:01,905 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 12:38:01,908 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 12:38:06,826 | INFO | 192.168.20.1 | GET /favicon.ico | 404 hit: /favicon.ico from 192.168.20.1
2026-07-31 12:38:26,916 | WARNING | 172.18.0.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=kien.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=172.18.0.1 | path=/reset-password
2026-07-31 12:38:26,921 | INFO | 172.18.0.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=kien
2026-07-31 12:38:26,924 | INFO | 172.18.0.1 | POST /api/reset-password | Reset email sent to aaa@gmail.com
2026-07-31 12:42:13,867 | INFO | 192.168.20.1 | GET /backups_secret | 404 hit: /backups_secret from 192.168.20.1
2026-07-31 12:48:13,904 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 12:48:13,908 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 12:48:13,911 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 12:49:47,557 | INFO | 192.168.20.1 | GET /api/v1/messages | 404 hit: /api/v1/messages from 192.168.20.1
2026-07-31 12:49:52,713 | INFO | 192.168.20.1 | GET /api/v1/messages | 404 hit: /api/v1/messages from 192.168.20.1
2026-07-31 12:50:40,954 | WARNING | 172.18.0.1 | GET /backup_secrets/ | HONEYPOT ALERT: {"timestamp": "2026-07-31T12:50:40.954Z", "event": "honeypot_hit", "severity": "CRITICAL", "source_ip": "172.18.0.1", "path": "/backup_secrets/", "user_agent": "curl/7.81.0", "details": "Request for disallowed path listed in robots.txt: /backup_secrets/"}
2026-07-31 12:50:56,710 | WARNING | 172.18.0.1 | GET /backup_secrets/ | HONEYPOT ALERT: {"timestamp": "2026-07-31T12:50:56.710Z", "event": "honeypot_hit", "severity": "CRITICAL", "source_ip": "172.18.0.1", "path": "/backup_secrets/", "user_agent": "curl/7.81.0", "details": "Request for disallowed path listed in robots.txt: /backup_secrets/"}
2026-07-31 12:51:51,983 | WARNING | 192.168.20.12 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.12 | path=/reset-password
2026-07-31 12:51:51,993 | INFO | 192.168.20.12 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=kien
2026-07-31 12:51:51,997 | INFO | 192.168.20.12 | POST /api/reset-password | Reset email sent to aaa@gmail.com
2026-07-31 12:53:39,791 | INFO | 192.168.20.1 | POST /reset-password/ | 404 hit: /reset-password/ from 192.168.20.1
2026-07-31 12:53:48,015 | WARNING | 172.18.0.1 | GET /backup_secrets/ | HONEYPOT ALERT: {"timestamp": "2026-07-31T12:53:48.015Z", "event": "honeypot_hit", "severity": "CRITICAL", "source_ip": "172.18.0.1", "path": "/backup_secrets/", "user_agent": "curl/7.81.0", "details": "Request for disallowed path listed in robots.txt: /backup_secrets/"}
2026-07-31 12:53:51,263 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 12:53:51,272 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 12:53:51,277 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 12:54:04,936 | INFO | 192.168.20.1 | POST /reset-password/ | 404 hit: /reset-password/ from 192.168.20.1
2026-07-31 12:55:19,581 | INFO | 172.18.0.1 | GET /favicon.ico | 404 hit: /favicon.ico from 172.18.0.1
2026-07-31 12:55:46,213 | INFO | 192.168.20.1 | POST /reset-password/ | 404 hit: /reset-password/ from 192.168.20.1
2026-07-31 12:56:22,774 | INFO | 192.168.20.1 | POST /reset-password/ | 404 hit: /reset-password/ from 192.168.20.1
2026-07-31 12:56:32,994 | INFO | 192.168.20.1 | POST /reset-password/ | 404 hit: /reset-password/ from 192.168.20.1
2026-07-31 12:56:59,535 | INFO | 192.168.20.1 | POST /reset-password/ | 404 hit: /reset-password/ from 192.168.20.1
2026-07-31 13:02:11,770 | WARNING | 172.18.0.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=172.18.0.1 | path=/reset-password
2026-07-31 13:02:11,776 | INFO | 172.18.0.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=kien
2026-07-31 13:02:11,778 | INFO | 172.18.0.1 | POST /api/reset-password | Reset email sent to aaa@gmail.com
2026-07-31 13:04:12,597 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 13:04:12,601 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=kien
2026-07-31 13:04:12,603 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to aaa@gmail.com
2026-07-31 13:04:20,865 | WARNING | 192.168.20.1 | GET /backup_secrets/ | HONEYPOT ALERT: {"timestamp": "2026-07-31T13:04:20.865Z", "event": "honeypot_hit", "severity": "CRITICAL", "source_ip": "192.168.20.1", "path": "/backup_secrets/", "user_agent": "curl/8.18.0", "details": "Request for disallowed path listed in robots.txt: /backup_secrets/"}
2026-07-31 13:04:57,115 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 13:04:57,120 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 13:04:57,122 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 13:05:55,772 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 13:05:55,773 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | email=madeup@add.co | no_matching_account
2026-07-31 13:06:36,602 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=amimean.enough | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 13:06:36,607 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 13:06:36,609 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 13:07:06,127 | WARNING | 192.168.20.1 | GET /backup_secrets/db_backup_2024.sql.bak | HONEYPOT ALERT: {"timestamp": "2026-07-31T13:07:06.127Z", "event": "honeypot_hit", "severity": "CRITICAL", "source_ip": "192.168.20.1", "path": "/backup_secrets/db_backup_2024.sql.bak", "user_agent": "curl/8.18.0", "details": "Request for disallowed path listed in robots.txt: /backup_secrets/db_backup_2024.sql.bak"}
2026-07-31 13:08:16,958 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=amimean.enough | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 13:08:16,963 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 13:08:16,965 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 13:15:56,093 | WARNING | 192.168.20.1 | GET /backup_secrets/ | HONEYPOT ALERT: {"timestamp": "2026-07-31T13:15:56.092Z", "event": "honeypot_hit", "severity": "CRITICAL", "source_ip": "192.168.20.1", "path": "/backup_secrets/", "user_agent": "Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0", "details": "Request for disallowed path listed in robots.txt: /backup_secrets/"}
2026-07-31 13:17:04,973 | WARNING | 192.168.20.1 | GET /backup_secrets/db_backup_2024.sql.bak | HONEYPOT ALERT: {"timestamp": "2026-07-31T13:17:04.973Z", "event": "honeypot_hit", "severity": "CRITICAL", "source_ip": "192.168.20.1", "path": "/backup_secrets/db_backup_2024.sql.bak", "user_agent": "Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0", "details": "Request for disallowed path listed in robots.txt: /backup_secrets/db_backup_2024.sql.bak"}
2026-07-31 14:07:41,672 | WARNING | 172.18.0.1 | GET /backup_secrets/ | HONEYPOT ALERT: {"timestamp": "2026-07-31T14:07:41.672Z", "event": "honeypot_hit", "severity": "CRITICAL", "source_ip": "172.18.0.1", "path": "/backup_secrets/", "user_agent": "curl/7.81.0", "details": "Request for disallowed path listed in robots.txt: /backup_secrets/"}
2026-07-31 19:25:15,083 | INFO | 192.168.20.1 | GET /r | 404 hit: /r from 192.168.20.1
2026-07-31 19:28:53,155 | WARNING | 172.18.0.1 | GET /backup_secrets/ | HONEYPOT ALERT: {"timestamp": "2026-07-31T19:28:53.155Z", "event": "honeypot_hit", "severity": "CRITICAL", "source_ip": "172.18.0.1", "path": "/backup_secrets/", "user_agent": "curl/7.81.0", "details": "Request for disallowed path listed in robots.txt: /backup_secrets/"}
2026-07-31 19:37:22,502 | INFO | 192.168.20.1 | POST /register | Register endpoint hit
2026-07-31 19:37:22,735 | INFO | 192.168.20.1 | POST /register | New user registered: TestBurpSuite
2026-07-31 19:50:53,213 | INFO | 172.18.0.1 | POST /api/login | Login endpoint hit
2026-07-31 19:50:53,651 | INFO | 172.18.0.1 | POST /api/login | MFA code sent to admin@driftlock.com
2026-07-31 19:50:53,651 | INFO | 172.18.0.1 | POST /api/login | Password OK, login code emailed: admin
2026-07-31 19:51:06,962 | INFO | 172.18.0.1 | POST /verify-mfa | MFA verify success: admin
2026-07-31 19:51:56,084 | INFO | 192.168.20.1 | POST /register | Register endpoint hit
2026-07-31 19:51:56,086 | INFO | 192.168.20.1 | POST /register | Register endpoint hit
2026-07-31 19:51:56,087 | INFO | 192.168.20.1 | POST /register | Register endpoint hit
2026-07-31 19:51:56,390 | INFO | 192.168.20.1 | POST /register | New user registered: test
2026-07-31 19:51:56,401 | ERROR | 192.168.20.1 | POST /register | Error during registration: (psycopg2.errors.UniqueViolation) duplicate key value violates unique constraint "users_username_key"
DETAIL:  Key (username)=(test) already exists.

[SQL: INSERT INTO users (username, email, password_hash, mfa_enabled, role, verification_code, code_expires_at, created_at) VALUES (%(username)s, %(email)s, %(password_hash)s, %(mfa_enabled)s, %(role)s, %(verification_code)s, %(code_expires_at)s, %(created_at)s) RETURNING users.id]
[parameters: {'username': 'test', 'email': 'test@gmail.com', 'password_hash': '$2b$12$LX0iFHS.rVnlb6bqb.QCSuKpmjC4Np8QTnmnftoImZYMRRj2G0.aG', 'mfa_enabled': False, 'role': 'U', 'verification_code': None, 'code_expires_at': None, 'created_at': datetime.datetime(2026, 7, 31, 19, 51, 56, 398372)}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
Traceback (most recent call last):
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
    self.dialect.do_execute(
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
psycopg2.errors.UniqueViolation: duplicate key value violates unique constraint "users_username_key"
DETAIL:  Key (username)=(test) already exists.


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/app/auth.py", line 163, in register
    db.session.flush()
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/scoping.py", line 923, in flush
    return self._proxied.flush(objects=objects)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 4353, in flush
    self._flush(objects)
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 4488, in _flush
    with util.safe_reraise():
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/util/langhelpers.py", line 122, in __exit__
    raise exc_value.with_traceback(exc_tb)
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 4449, in _flush
    flush_context.execute()
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/unitofwork.py", line 465, in execute
    rec.execute(self)
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/unitofwork.py", line 641, in execute
    util.preloaded.orm_persistence.save_obj(
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/persistence.py", line 94, in save_obj
    _emit_insert_statements(
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/persistence.py", line 1234, in _emit_insert_statements
    result = connection.execute(
             ^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1421, in execute
    return meth(
           ^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/sql/elements.py", line 526, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1643, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1848, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1988, in _exec_single_context
    self._handle_dbapi_exception(
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 2365, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
    self.dialect.do_execute(
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
sqlalchemy.exc.IntegrityError: (psycopg2.errors.UniqueViolation) duplicate key value violates unique constraint "users_username_key"
DETAIL:  Key (username)=(test) already exists.

[SQL: INSERT INTO users (username, email, password_hash, mfa_enabled, role, verification_code, code_expires_at, created_at) VALUES (%(username)s, %(email)s, %(password_hash)s, %(mfa_enabled)s, %(role)s, %(verification_code)s, %(code_expires_at)s, %(created_at)s) RETURNING users.id]
[parameters: {'username': 'test', 'email': 'test@gmail.com', 'password_hash': '$2b$12$LX0iFHS.rVnlb6bqb.QCSuKpmjC4Np8QTnmnftoImZYMRRj2G0.aG', 'mfa_enabled': False, 'role': 'U', 'verification_code': None, 'code_expires_at': None, 'created_at': datetime.datetime(2026, 7, 31, 19, 51, 56, 398372)}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2026-07-31 19:51:56,458 | ERROR | 192.168.20.1 | POST /register | Error during registration: (psycopg2.errors.UniqueViolation) duplicate key value violates unique constraint "users_username_key"
DETAIL:  Key (username)=(test) already exists.

[SQL: INSERT INTO users (username, email, password_hash, mfa_enabled, role, verification_code, code_expires_at, created_at) VALUES (%(username)s, %(email)s, %(password_hash)s, %(mfa_enabled)s, %(role)s, %(verification_code)s, %(code_expires_at)s, %(created_at)s) RETURNING users.id]
[parameters: {'username': 'test', 'email': 'test@gmail.com', 'password_hash': '$2b$12$RWKBF.1RKbYv7./kCSSBqOjY7CsOTLN5255Z0XErdG0WIAkyaUsem', 'mfa_enabled': False, 'role': 'U', 'verification_code': None, 'code_expires_at': None, 'created_at': datetime.datetime(2026, 7, 31, 19, 51, 56, 457411)}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
Traceback (most recent call last):
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
    self.dialect.do_execute(
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
psycopg2.errors.UniqueViolation: duplicate key value violates unique constraint "users_username_key"
DETAIL:  Key (username)=(test) already exists.


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/app/auth.py", line 163, in register
    db.session.flush()
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/scoping.py", line 923, in flush
    return self._proxied.flush(objects=objects)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 4353, in flush
    self._flush(objects)
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 4488, in _flush
    with util.safe_reraise():
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/util/langhelpers.py", line 122, in __exit__
    raise exc_value.with_traceback(exc_tb)
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 4449, in _flush
    flush_context.execute()
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/unitofwork.py", line 465, in execute
    rec.execute(self)
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/unitofwork.py", line 641, in execute
    util.preloaded.orm_persistence.save_obj(
